	Autocorrelation	Lag	Model	Name
4	0.8361564412216237	4	Model 0	2_1976
5	0.8155431873758426	5	Model 0	2_1976
6	0.8138616836638679	6	Model 0	2_1976
7	0.7959516694493868	7	Model 0	2_1976
8	0.779096233948245	8	Model 0	2_1976
9	0.7818979420720612	9	Model 0	2_1976
0	0.9999999999999998	0	Model 0	2_1982
1	0.948752922925428	1	Model 0	2_1982
2	0.9063119387066411	2	Model 0	2_1982
3	0.8713036332890254	3	Model 0	2_1982
4	0.8424188455616775	4	Model 0	2_1982
5	0.8184545985397509	5	Model 0	2_1982
6	0.8015534247348477	6	Model 0	2_1982
7	0.7899014621543744	7	Model 0	2_1982
8	0.7717699301879326	8	Model 0	2_1982
9	0.7680691575658555	9	Model 0	2_1982
0	1.0	0	Model 0	2_1983
1	0.915800605697518	1	Model 0	2_1983
2	0.8781386083479918	2	Model 0	2_1983
3	0.8554228988787941	3	Model 0	2_1983
4	0.8321067836769874	4	Model 0	2_1983
5	0.8060588489391307	5	Model 0	2_1983
6	0.8012324545966171	6	Model 0	2_1983
7	0.7925439629709468	7	Model 0	2_1983
8	0.7898677865488999	8	Model 0	2_1983
9	0.791142255731777	9	Model 0	2_1983
0	1.0	0	Model 0	2_1987
1	0.9248078656956927	1	Model 0	2_1987
2	0.8748693853814528	2	Model 0	2_1987
3	0.8416723221601574	3	Model 0	2_1987
4	0.8291286097637999	4	Model 0	2_1987
5	0.80481724546158	5	Model 0	2_1987
6	0.7912679430021967	6	Model 0	2_1987
7	0.7550006527066514	7	Model 0	2_1987
8	0.7615981337220957	8	Model 0	2_1987
9	0.7667794888924104	9	Model 0	2_1987
0	1.0	0	Model 0	2_1988
1	0.9655465442814667	1	Model 0	2_1988
2	0.9410615425729403	2	Model 0	2_1988
3	0.9235525614196638	3	Model 0	2_1988
4	0.9137569969001569	4	Model 0	2_1988
5	0.9102965745298912	5	Model 0	2_1988
6	0.9008542540212732	6	Model 0	2_1988
7	0.8928130367066749	7	Model 0	2_1988
8	0.8855120423935741	8	Model 0	2_1988
9	0.884677839174701	9	Model 0	2_1988
0	0.9999999999999999	0	Model 0	2_1989
1	0.9472640013385031	1	Model 0	2_1989
2	0.9260995872119092	2	Model 0	2_1989
3	0.9178298810550733	3	Model 0	2_1989
4	0.9102668133727729	4	Model 0	2_1989
5	0.9071437368831052	5	Model 0	2_1989
6	0.892744233173479	6	Model 0	2_1989
7	0.8827200662037877	7	Model 0	2_1989
8	0.8842805899991094	8	Model 0	2_1989
9	0.8695786680154615	9	Model 0	2_1989
0	1.0	0	Model 0	2_1992
1	0.7870078459239361	1	Model 0	2_1992
2	0.7419266903428537	2	Model 0	2_1992
3	0.7243909868837985	3	Model 0	2_1992
4	0.6770883486773317	4	Model 0	2_1992
5	0.6819353879565196	5	Model 0	2_1992
6	0.6501055163007141	6	Model 0	2_1992
7	0.6446766749633072	7	Model 0	2_1992
8	0.6630662743868939	8	Model 0	2_1992
9	0.6872543732690923	9	Model 0	2_1992
0	1.0	0	Model 0	2_2003
1	0.9256057018334437	1	Model 0	2_2003
2	0.8949273350462162	2	Model 0	2_2003
3	0.8764789470510811	3	Model 0	2_2003
4	0.8652377655703989	4	Model 0	2_2003
5	0.8442957112317214	5	Model 0	2_2003
6	0.8368315265763149	6	Model 0	2_2003
7	0.8351053386037905	7	Model 0	2_2003
8	0.8427741394590722	8	Model 0	2_2003
9	0.8404667531547877	9	Model 0	2_2003
0	1.0	0	Model 0	2_2006
1	0.9340092487395959	1	Model 0	2_2006
2	0.9041992034026709	2	Model 0	2_2006
3	0.8948516693460264	3	Model 0	2_2006
4	0.8925922510992762	4	Model 0	2_2006
5	0.8893016318293455	5	Model 0	2_2006
6	0.8809818081802947	6	Model 0	2_2006
7	0.8916476634786639	7	Model 0	2_2006
8	0.8800208305967427	8	Model 0	2_2006
9	0.8750893985398647	9	Model 0	2_2006
0	0.9999999999999999	0	Model 0	2_2008
1	0.9549352087829428	1	Model 0	2_2008
2	0.9385321169374441	2	Model 0	2_2008
3	0.9234842716048367	3	Model 0	2_2008
4	0.9164682093777677	4	Model 0	2_2008
5	0.9010707453280281	5	Model 0	2_2008
6	0.8915774695368619	6	Model 0	2_2008
7	0.8895839310967241	7	Model 0	2_2008
8	0.886707943703292	8	Model 0	2_2008
9	0.8760145102800821	9	Model 0	2_2008
0	0.9999999999999998	0	Model 0	2_2013
1	0.9462997634630497	1	Model 0	2_2013
2	0.9103963581942444	2	Model 0	2_2013
3	0.89350972811579	3	Model 0	2_2013
4	0.8792605133363047	4	Model 0	2_2013
5	0.874214828219171	5	Model 0	2_2013
6	0.8740530593781657	6	Model 0	2_2013
7	0.8799259094359658	7	Model 0	2_2013
8	0.8708333703376739	8	Model 0	2_2013
9	0.8528496146009551	9	Model 0	2_2013
0	0.9999999999999999	0	Model 0	2_2017
1	0.9811098287588181	1	Model 0	2_2017
2	0.9749240646629795	2	Model 0	2_2017
3	0.9749029355250409	3	Model 0	2_2017
4	0.9752799545539992	4	Model 0	2_2017
5	0.9720459529036853	5	Model 0	2_2017
6	0.9706150287120101	6	Model 0	2_2017
7	0.9681630547011324	7	Model 0	2_2017
8	0.9663860213633454	8	Model 0	2_2017
9	0.9623257264420537	9	Model 0	2_2017
0	1.0	0	Model 0	2_2019
1	0.9002993243891156	1	Model 0	2_2019
2	0.8609444205912666	2	Model 0	2_2019
3	0.8450534946424151	3	Model 0	2_2019
4	0.8164438065809324	4	Model 0	2_2019
5	0.8133675084563271	5	Model 0	2_2019
6	0.8165872650829724	6	Model 0	2_2019
7	0.8074171777874143	7	Model 0	2_2019
8	0.802107638664256	8	Model 0	2_2019
9	0.8214344260877184	9	Model 0	2_2019
0	1.0	0	Model 0	2_2021
1	0.9762168159736075	1	Model 0	2_2021
2	0.9600338864375674	2	Model 0	2_2021
3	0.9444192407838993	3	Model 0	2_2021
4	0.9383855068026553	4	Model 0	2_2021
5	0.9329872925056798	5	Model 0	2_2021
6	0.922356610396319	6	Model 0	2_2021
7	0.9091600073283104	7	Model 0	2_2021
8	0.9086760961332133	8	Model 0	2_2021
9	0.9099395492356064	9	Model 0	2_2021
0	1.0	0	Model 0	2_2024
1	0.8903621347004779	1	Model 0	2_2024
2	0.8434160663626804	2	Model 0	2_2024
3	0.8201952062192974	3	Model 0	2_2024
4	0.8035432478705125	4	Model 0	2_2024
5	0.8074516286937783	5	Model 0	2_2024
6	0.7964304924006349	6	Model 0	2_2024
7	0.7878638149692442	7	Model 0	2_2024
8	0.7766185588871295	8	Model 0	2_2024
9	0.7726433332827665	9	Model 0	2_2024
0	1.0	0	Model 0	2_2025
1	0.9065144599270784	1	Model 0	2_2025
2	0.8561023349045178	2	Model 0	2_2025
3	0.8525964480560776	3	Model 0	2_2025
4	0.8374415940876297	4	Model 0	2_2025
5	0.8339069205126285	5	Model 0	2_2025
6	0.8198946811667408	6	Model 0	2_2025
7	0.8134926832657645	7	Model 0	2_2025
8	0.8221938529233511	8	Model 0	2_2025
9	0.8149733768980257	9	Model 0	2_2025
0	1.0	0	Model 0	2_2026
1	0.9625186968860481	1	Model 0	2_2026
2	0.9349741408916992	2	Model 0	2_2026
3	0.9263665019194676	3	Model 0	2_2026
4	0.9212428404725174	4	Model 0	2_2026
5	0.9196804018601117	5	Model 0	2_2026
6	0.9036368368710171	6	Model 0	2_2026
7	0.89118176725572	7	Model 0	2_2026
8	0.884800645127153	8	Model 0	2_2026
9	0.8814955114473499	9	Model 0	2_2026
0	1.0	0	Model 0	2_2028
1	0.9433615295941233	1	Model 0	2_2028
2	0.9182292259745233	2	Model 0	2_2028
3	0.906840517093195	3	Model 0	2_2028
4	0.9014435793692338	4	Model 0	2_2028
5	0.8952536376068957	5	Model 0	2_2028
6	0.8770012772073964	6	Model 0	2_2028
7	0.8725587141040294	7	Model 0	2_2028
8	0.8660755593363353	8	Model 0	2_2028
9	0.8627425870140986	9	Model 0	2_2028
0	1.0	0	Model 0	2_2033
1	0.9294048834700921	1	Model 0	2_2033
2	0.8735752453580522	2	Model 0	2_2033
3	0.8383018088623299	3	Model 0	2_2033
4	0.8237906705631421	4	Model 0	2_2033
5	0.8046827515636874	5	Model 0	2_2033
6	0.781261689343147	6	Model 0	2_2033
7	0.7672229925600967	7	Model 0	2_2033
8	0.750979741033428	8	Model 0	2_2033
9	0.7364111326266192	9	Model 0	2_2033
0	1.0	0	Model 0	2_2035
1	0.9477454366791519	1	Model 0	2_2035
2	0.923543178700345	2	Model 0	2_2035
3	0.8996628879820627	3	Model 0	2_2035
4	0.8810012147600906	4	Model 0	2_2035
5	0.8704168991724197	5	Model 0	2_2035
6	0.8557836882136947	6	Model 0	2_2035
7	0.8528621118607161	7	Model 0	2_2035
8	0.8509659197059247	8	Model 0	2_2035
9	0.8622876714629913	9	Model 0	2_2035
0	1.0	0	Model 0	2_2042
1	0.886551213932004	1	Model 0	2_2042
2	0.8260702049198974	2	Model 0	2_2042
3	0.7922369351336093	3	Model 0	2_2042
4	0.7699209407023383	4	Model 0	2_2042
5	0.7656631879317645	5	Model 0	2_2042
6	0.7672238026327348	6	Model 0	2_2042
7	0.7522795920641457	7	Model 0	2_2042
8	0.735798770896993	8	Model 0	2_2042
9	0.7345061066134904	9	Model 0	2_2042
0	0.9999999999999998	0	Model 0	2_2044
1	0.9212445912796283	1	Model 0	2_2044
2	0.8990374831226244	2	Model 0	2_2044
3	0.8876451451851537	3	Model 0	2_2044
4	0.8798678127244214	4	Model 0	2_2044
5	0.8610620229741597	5	Model 0	2_2044
6	0.8564530410440091	6	Model 0	2_2044
7	0.8535978267003898	7	Model 0	2_2044
8	0.8428064955470227	8	Model 0	2_2044
9	0.836425097600158	9	Model 0	2_2044
0	1.0	0	Model 0	2_2048
1	0.9402204927156811	1	Model 0	2_2048
2	0.8776117488633589	2	Model 0	2_2048
3	0.8451199956890557	3	Model 0	2_2048
4	0.8396261253928088	4	Model 0	2_2048
5	0.8376687360511279	5	Model 0	2_2048
6	0.8215613751267642	6	Model 0	2_2048
7	0.8051599639901436	7	Model 0	2_2048
8	0.8059039575957636	8	Model 0	2_2048
9	0.7982111038788312	9	Model 0	2_2048
0	1.0	0	Model 0	2_2052
1	0.8699902649660799	1	Model 0	2_2052
2	0.8297106576821346	2	Model 0	2_2052
3	0.811648651423901	3	Model 0	2_2052
4	0.7898117990776551	4	Model 0	2_2052
5	0.773497833149226	5	Model 0	2_2052
6	0.7625579441699103	6	Model 0	2_2052
7	0.7565540658539648	7	Model 0	2_2052
8	0.7332034823726846	8	Model 0	2_2052
9	0.7337481809274924	9	Model 0	2_2052
0	1.0	0	Model 0	2_2054
1	0.915905028739734	1	Model 0	2_2054
2	0.8680997485215648	2	Model 0	2_2054
3	0.8435279751319894	3	Model 0	2_2054
4	0.833328943480288	4	Model 0	2_2054
5	0.8205786535674087	5	Model 0	2_2054
6	0.8199331215669304	6	Model 0	2_2054
7	0.8337480595576856	7	Model 0	2_2054
8	0.8309217417949892	8	Model 0	2_2054
9	0.8136853714841493	9	Model 0	2_2054
0	1.0	0	Model 0	2_2059
1	0.8949604774082279	1	Model 0	2_2059
2	0.8472745878637257	2	Model 0	2_2059
3	0.8342941521811893	3	Model 0	2_2059
4	0.8207361136200784	4	Model 0	2_2059
5	0.8324336634471984	5	Model 0	2_2059
6	0.8025020665081722	6	Model 0	2_2059
7	0.7815053223139549	7	Model 0	2_2059
8	0.7864475514536955	8	Model 0	2_2059
9	0.785337291223736	9	Model 0	2_2059
0	1.0	0	Model 0	2_2062
1	0.9096999893333279	1	Model 0	2_2062
2	0.8575892858148771	2	Model 0	2_2062
3	0.8538299745792901	3	Model 0	2_2062
4	0.8673436341814037	4	Model 0	2_2062
5	0.8570056329935987	5	Model 0	2_2062
6	0.8373521577769013	6	Model 0	2_2062
7	0.8284625556512066	7	Model 0	2_2062
8	0.832248165125984	8	Model 0	2_2062
9	0.8232077494895184	9	Model 0	2_2062
0	1.0	0	Model 0	2_2068
1	0.8916658512044732	1	Model 0	2_2068
2	0.891616024705359	2	Model 0	2_2068
3	0.8856673692465249	3	Model 0	2_2068
4	0.8828849933835403	4	Model 0	2_2068
5	0.8572780722054258	5	Model 0	2_2068
6	0.8717497623800997	6	Model 0	2_2068
7	0.8773280219794115	7	Model 0	2_2068
8	0.8592319528461179	8	Model 0	2_2068
9	0.848535187176741	9	Model 0	2_2068
0	1.0	0	Model 0	2_2070
1	0.8273893393633873	1	Model 0	2_2070
2	0.7833458899342418	2	Model 0	2_2070
3	0.7617067387889519	3	Model 0	2_2070
4	0.7754236638253638	4	Model 0	2_2070
5	0.7386145186022537	5	Model 0	2_2070
6	0.7508117368523058	6	Model 0	2_2070
7	0.7683750752364216	7	Model 0	2_2070
8	0.7659186775278405	8	Model 0	2_2070
9	0.7613451217318848	9	Model 0	2_2070
0	1.0	0	Model 0	2_2096
1	0.9548220435836927	1	Model 0	2_2096
2	0.9308676304838104	2	Model 0	2_2096
3	0.9233589620293835	3	Model 0	2_2096
4	0.9140078222496026	4	Model 0	2_2096
5	0.9046250631093726	5	Model 0	2_2096
6	0.9000335172428696	6	Model 0	2_2096
7	0.8932351328531207	7	Model 0	2_2096
8	0.8937627746463351	8	Model 0	2_2096
9	0.8851316409246821	9	Model 0	2_2096
0	1.0	0	Model 0	2_2102
1	0.9135005083027986	1	Model 0	2_2102
2	0.9018547697714968	2	Model 0	2_2102
3	0.9000887553376151	3	Model 0	2_2102
4	0.8960366512491071	4	Model 0	2_2102
5	0.8939125987769019	5	Model 0	2_2102
6	0.8905223227503846	6	Model 0	2_2102
7	0.8835222037366534	7	Model 0	2_2102
8	0.8880510609499114	8	Model 0	2_2102
9	0.8754787760775414	9	Model 0	2_2102
0	1.0	0	Model 0	2_2106
1	0.9119856069983383	1	Model 0	2_2106
2	0.8919966050492133	2	Model 0	2_2106
3	0.8890214134975237	3	Model 0	2_2106
4	0.8722344166230014	4	Model 0	2_2106
5	0.8554980221727715	5	Model 0	2_2106
6	0.8382835769256235	6	Model 0	2_2106
7	0.8328842213690417	7	Model 0	2_2106
8	0.8327182930531005	8	Model 0	2_2106
9	0.829603869374322	9	Model 0	2_2106
0	0.9999999999999998	0	Model 0	2_2110
1	0.915218966333887	1	Model 0	2_2110
2	0.8743664031568558	2	Model 0	2_2110
3	0.8561883547915325	3	Model 0	2_2110
4	0.8411861597962986	4	Model 0	2_2110
5	0.830376066132203	5	Model 0	2_2110
6	0.8157321373456925	6	Model 0	2_2110
7	0.8143890913700144	7	Model 0	2_2110
8	0.8094914814646756	8	Model 0	2_2110
9	0.799453459416122	9	Model 0	2_2110
0	0.9999999999999998	0	Model 0	2_2113
1	0.9310893009106685	1	Model 0	2_2113
2	0.9174848459319243	2	Model 0	2_2113
3	0.9087925454090637	3	Model 0	2_2113
4	0.8949560291423684	4	Model 0	2_2113
5	0.8863890479854006	5	Model 0	2_2113
6	0.8820147439222823	6	Model 0	2_2113
7	0.8627782973473276	7	Model 0	2_2113
8	0.8694498723062535	8	Model 0	2_2113
9	0.8647266370498915	9	Model 0	2_2113
0	1.0	0	Model 0	2_2114
1	0.8898171545652306	1	Model 0	2_2114
2	0.8763605710422578	2	Model 0	2_2114
3	0.8655474351366337	3	Model 0	2_2114
4	0.8523404265473804	4	Model 0	2_2114
5	0.8392954982348237	5	Model 0	2_2114
6	0.8337921639335608	6	Model 0	2_2114
7	0.8344716671365008	7	Model 0	2_2114
8	0.8548216241054665	8	Model 0	2_2114
9	0.8663686710441502	9	Model 0	2_2114
0	1.0	0	Model 0	2_2119
1	0.8747785686421125	1	Model 0	2_2119
2	0.7766015900970006	2	Model 0	2_2119
3	0.7407288115238682	3	Model 0	2_2119
4	0.7501132061011511	4	Model 0	2_2119
5	0.7512940945023269	5	Model 0	2_2119
6	0.7561308146836193	6	Model 0	2_2119
7	0.762481322187385	7	Model 0	2_2119
8	0.7571735179758942	8	Model 0	2_2119
9	0.7425114113688627	9	Model 0	2_2119
0	1.0	0	Model 0	2_2124
1	0.7662075077401744	1	Model 0	2_2124
2	0.7526458331761078	2	Model 0	2_2124
3	0.7173825453863689	3	Model 0	2_2124
4	0.6423924108703342	4	Model 0	2_2124
5	0.6629729256296206	5	Model 0	2_2124
6	0.6167864889042312	6	Model 0	2_2124
7	0.5924498571889334	7	Model 0	2_2124
8	0.6005975420372843	8	Model 0	2_2124
9	0.6010754234631931	9	Model 0	2_2124
0	1.0	0	Model 0	2_2127
1	0.9279038122652901	1	Model 0	2_2127
2	0.9023529956950015	2	Model 0	2_2127
3	0.879694765020522	3	Model 0	2_2127
4	0.868841474585232	4	Model 0	2_2127
5	0.8556288021880756	5	Model 0	2_2127
6	0.8504823317485117	6	Model 0	2_2127
7	0.8400026429841213	7	Model 0	2_2127
8	0.8475243320728373	8	Model 0	2_2127
9	0.8329417265182569	9	Model 0	2_2127
0	1.0	0	Model 0	2_2129
1	0.7599967641554886	1	Model 0	2_2129
2	0.737386755311515	2	Model 0	2_2129
3	0.7211278860449968	3	Model 0	2_2129
4	0.7368513338307756	4	Model 0	2_2129
5	0.7580312249150504	5	Model 0	2_2129
6	0.7602941764231318	6	Model 0	2_2129
7	0.7620013876125891	7	Model 0	2_2129
8	0.7285412433024211	8	Model 0	2_2129
9	0.732211975664194	9	Model 0	2_2129
0	1.0	0	Model 0	2_2133
1	0.9076382208074999	1	Model 0	2_2133
2	0.8721155452703458	2	Model 0	2_2133
3	0.829149608299028	3	Model 0	2_2133
4	0.8158360453457478	4	Model 0	2_2133
5	0.8259562018028017	5	Model 0	2_2133
6	0.8353945665452519	6	Model 0	2_2133
7	0.8363263132911806	7	Model 0	2_2133
8	0.8530809828392896	8	Model 0	2_2133
9	0.8532445861734768	9	Model 0	2_2133
0	1.0	0	Model 0	2_2140
1	0.9245757503106755	1	Model 0	2_2140
2	0.8858283660610605	2	Model 0	2_2140
3	0.8718550191095187	3	Model 0	2_2140
4	0.8668527317543728	4	Model 0	2_2140
5	0.8611123746847338	5	Model 0	2_2140
6	0.8330198117172369	6	Model 0	2_2140
7	0.8162765785832107	7	Model 0	2_2140
8	0.8081818280293138	8	Model 0	2_2140
9	0.8205398943039405	9	Model 0	2_2140
0	0.9999999999999998	0	Model 0	2_2141
1	0.9345403087886542	1	Model 0	2_2141
2	0.9037679440962634	2	Model 0	2_2141
3	0.8925453504432577	3	Model 0	2_2141
4	0.8755513576272775	4	Model 0	2_2141
5	0.8625365985737364	5	Model 0	2_2141
6	0.8457076376054201	6	Model 0	2_2141
7	0.8428301189976765	7	Model 0	2_2141
8	0.8415855838338496	8	Model 0	2_2141
9	0.850747427632989	9	Model 0	2_2141
0	1.0	0	Model 0	2_2156
1	0.8883429635102696	1	Model 0	2_2156
2	0.8568094537797586	2	Model 0	2_2156
3	0.8406042668149497	3	Model 0	2_2156
4	0.8460852449893266	4	Model 0	2_2156
5	0.8357023527844594	5	Model 0	2_2156
6	0.840776593206403	6	Model 0	2_2156
7	0.8516235972377741	7	Model 0	2_2156
8	0.8454642734868604	8	Model 0	2_2156
9	0.8396239939052973	9	Model 0	2_2156
0	1.0	0	Model 0	2_2158
1	0.8998801912587465	1	Model 0	2_2158
2	0.8679205133089759	2	Model 0	2_2158
3	0.8566794209916644	3	Model 0	2_2158
4	0.8263531633610943	4	Model 0	2_2158
5	0.8253436087802276	5	Model 0	2_2158
6	0.8120994266476619	6	Model 0	2_2158
7	0.8177486063866779	7	Model 0	2_2158
8	0.8066975613325541	8	Model 0	2_2158
9	0.7778242464764236	9	Model 0	2_2158
0	1.0	0	Model 0	2_2161
1	0.8531080295674525	1	Model 0	2_2161
2	0.8228952895828153	2	Model 0	2_2161
3	0.7812791380125893	3	Model 0	2_2161
4	0.7793183128538694	4	Model 0	2_2161
5	0.7715206207240363	5	Model 0	2_2161
6	0.7532904211287176	6	Model 0	2_2161
7	0.7380409043799383	7	Model 0	2_2161
8	0.701821355843333	8	Model 0	2_2161
9	0.6933500188403238	9	Model 0	2_2161
0	0.9999999999999998	0	Model 0	2_2165
1	0.9385838306920545	1	Model 0	2_2165
2	0.9059438433119279	2	Model 0	2_2165
3	0.8939085733643524	3	Model 0	2_2165
4	0.885903802737946	4	Model 0	2_2165
5	0.880031720496722	5	Model 0	2_2165
6	0.8674200133204991	6	Model 0	2_2165
7	0.8742568642944002	7	Model 0	2_2165
8	0.8637625529136171	8	Model 0	2_2165
9	0.8488493061655646	9	Model 0	2_2165
0	1.0	0	Model 0	2_2173
1	0.9245092716392002	1	Model 0	2_2173
2	0.8775735368281171	2	Model 0	2_2173
3	0.8479827580644359	3	Model 0	2_2173
4	0.8314778176345702	4	Model 0	2_2173
5	0.8228804690404815	5	Model 0	2_2173
6	0.8172932356511673	6	Model 0	2_2173
7	0.8241185136142303	7	Model 0	2_2173
8	0.8241304522911521	8	Model 0	2_2173
9	0.8218177511325098	9	Model 0	2_2173
0	1.0	0	Model 0	2_2174
1	0.861851270416165	1	Model 0	2_2174
2	0.8206797638751614	2	Model 0	2_2174
3	0.8197659978631484	3	Model 0	2_2174
4	0.8310564641371299	4	Model 0	2_2174
5	0.8144302496876328	5	Model 0	2_2174
6	0.8072139612308606	6	Model 0	2_2174
7	0.8177960356878174	7	Model 0	2_2174
8	0.809657120562213	8	Model 0	2_2174
9	0.8224019130200292	9	Model 0	2_2174
0	1.0	0	Model 0	2_2178
1	0.8951176753607466	1	Model 0	2_2178
2	0.8684309354197498	2	Model 0	2_2178
3	0.8628652740954762	3	Model 0	2_2178
4	0.8588995477186712	4	Model 0	2_2178
5	0.8465486620438687	5	Model 0	2_2178
6	0.8395800292367274	6	Model 0	2_2178
7	0.8460870080440392	7	Model 0	2_2178
8	0.825933472930685	8	Model 0	2_2178
9	0.8524785369011673	9	Model 0	2_2178
0	1.0	0	Model 0	2_2179
1	0.8748580470454986	1	Model 0	2_2179
2	0.846760655182432	2	Model 0	2_2179
3	0.8458130880136108	3	Model 0	2_2179
4	0.8302902379072347	4	Model 0	2_2179
5	0.8271907986187934	5	Model 0	2_2179
6	0.8366921833069607	6	Model 0	2_2179
7	0.8381772741491773	7	Model 0	2_2179
8	0.8163157135335555	8	Model 0	2_2179
9	0.8127951709914333	9	Model 0	2_2179
0	0.9999999999999999	0	Model 0	2_2181
1	0.9474370436021656	1	Model 0	2_2181
2	0.9121638751566871	2	Model 0	2_2181
3	0.8955605916095625	3	Model 0	2_2181
4	0.885891711864373	4	Model 0	2_2181
5	0.8804038500295496	5	Model 0	2_2181
6	0.8805631309528413	6	Model 0	2_2181
7	0.8682355764624179	7	Model 0	2_2181
8	0.8616035700044427	8	Model 0	2_2181
9	0.8527312000495285	9	Model 0	2_2181
0	0.9999999999999998	0	Model 0	2_2186
1	0.8662278756152496	1	Model 0	2_2186
2	0.8576694482761084	2	Model 0	2_2186
3	0.8200429979565861	3	Model 0	2_2186
4	0.799428263243364	4	Model 0	2_2186
5	0.7728818291440883	5	Model 0	2_2186
6	0.768423898851443	6	Model 0	2_2186
7	0.74751770119567	7	Model 0	2_2186
8	0.7773902671655564	8	Model 0	2_2186
9	0.7460665572312133	9	Model 0	2_2186
0	1.0	0	Model 0	2_2188
1	0.8848483468466918	1	Model 0	2_2188
2	0.8465710856682708	2	Model 0	2_2188
3	0.8413712341246106	3	Model 0	2_2188
4	0.8432427366797789	4	Model 0	2_2188
5	0.848859956064018	5	Model 0	2_2188
6	0.8395352949646487	6	Model 0	2_2188
7	0.8170985899520686	7	Model 0	2_2188
8	0.8209748414850213	8	Model 0	2_2188
9	0.8295826756431054	9	Model 0	2_2188
0	1.0	0	Model 0	2_2191
1	0.9307719605829359	1	Model 0	2_2191
2	0.9095058932920304	2	Model 0	2_2191
3	0.8877691897270332	3	Model 0	2_2191
4	0.8887603861609891	4	Model 0	2_2191
5	0.8614242797714363	5	Model 0	2_2191
6	0.8527415385175099	6	Model 0	2_2191
7	0.8346566192487763	7	Model 0	2_2191
8	0.8342933596310669	8	Model 0	2_2191
9	0.8271985004540131	9	Model 0	2_2191
0	1.0	0	Model 0	2_2193
1	0.91830320836734	1	Model 0	2_2193
2	0.8683256181317555	2	Model 0	2_2193
3	0.8564208964838625	3	Model 0	2_2193
4	0.8320577467690481	4	Model 0	2_2193
5	0.8122609814472508	5	Model 0	2_2193
6	0.8036000577085648	6	Model 0	2_2193
7	0.803844595469772	7	Model 0	2_2193
8	0.801205943679719	8	Model 0	2_2193
9	0.7986608098021605	9	Model 0	2_2193
0	0.9999999999999999	0	Model 0	2_2197
1	0.9528806663630572	1	Model 0	2_2197
2	0.9288091150622484	2	Model 0	2_2197
3	0.9222900936451571	3	Model 0	2_2197
4	0.9224463288443242	4	Model 0	2_2197
5	0.9245568090688953	5	Model 0	2_2197
6	0.9202726918068006	6	Model 0	2_2197
7	0.9160072749697766	7	Model 0	2_2197
8	0.9110467650954158	8	Model 0	2_2197
9	0.9108613378302665	9	Model 0	2_2197
0	0.9999999999999999	0	Model 0	2_2212
1	0.9614161824961701	1	Model 0	2_2212
2	0.941093896538718	2	Model 0	2_2212
3	0.9344664606269951	3	Model 0	2_2212
4	0.9245012502955445	4	Model 0	2_2212
5	0.9214745874464721	5	Model 0	2_2212
6	0.9168967877352541	6	Model 0	2_2212
7	0.9092703603085907	7	Model 0	2_2212
8	0.9098097778424988	8	Model 0	2_2212
9	0.903195162641888	9	Model 0	2_2212
0	1.0	0	Model 0	2_2232
1	0.953118686174277	1	Model 0	2_2232
2	0.9284387816627143	2	Model 0	2_2232
3	0.914281865148683	3	Model 0	2_2232
4	0.9041692858726377	4	Model 0	2_2232
5	0.8957111747639998	5	Model 0	2_2232
6	0.8925933342210709	6	Model 0	2_2232
7	0.8916634061290386	7	Model 0	2_2232
8	0.8843759991758743	8	Model 0	2_2232
9	0.8809109379359211	9	Model 0	2_2232
0	1.0	0	Model 0	2_2254
1	0.9573992169778969	1	Model 0	2_2254
2	0.9416614011686114	2	Model 0	2_2254
3	0.9264507810295083	3	Model 0	2_2254
4	0.9069216485477447	4	Model 0	2_2254
5	0.8992160695512079	5	Model 0	2_2254
6	0.8880039531813738	6	Model 0	2_2254
7	0.8784706865185273	7	Model 0	2_2254
8	0.8698911241603821	8	Model 0	2_2254
9	0.8691300844211949	9	Model 0	2_2254
0	0.9999999999999998	0	Model 0	2_2255
1	0.9037051493181106	1	Model 0	2_2255
2	0.8823843237627109	2	Model 0	2_2255
3	0.8763970417121443	3	Model 0	2_2255
4	0.8632239955732643	4	Model 0	2_2255
5	0.8652673042784134	5	Model 0	2_2255
6	0.8676149472897855	6	Model 0	2_2255
7	0.8600576236539053	7	Model 0	2_2255
8	0.8354017426100667	8	Model 0	2_2255
9	0.8365610075857748	9	Model 0	2_2255
0	1.0	0	Model 0	2_2273
1	0.9155656015955558	1	Model 0	2_2273
2	0.8730482866076796	2	Model 0	2_2273
3	0.8439142139742204	3	Model 0	2_2273
4	0.8189653532140405	4	Model 0	2_2273
5	0.8072044019861981	5	Model 0	2_2273
6	0.806813237841348	6	Model 0	2_2273
7	0.797136142178413	7	Model 0	2_2273
8	0.7939908188611767	8	Model 0	2_2273
9	0.7924692375657992	9	Model 0	2_2273
0	1.0	0	Model 0	2_2274
1	0.9174049386632622	1	Model 0	2_2274
2	0.8878395938660179	2	Model 0	2_2274
3	0.8721224945713231	3	Model 0	2_2274
4	0.8645345721680546	4	Model 0	2_2274
5	0.8717524471662983	5	Model 0	2_2274
6	0.8676486905780667	6	Model 0	2_2274
7	0.8538552408482148	7	Model 0	2_2274
8	0.8595720155321931	8	Model 0	2_2274
9	0.854583092479058	9	Model 0	2_2274
0	1.0	0	Model 0	2_2276
1	0.954535406251648	1	Model 0	2_2276
2	0.9244470602722915	2	Model 0	2_2276
3	0.9093277587649312	3	Model 0	2_2276
