	Label	ROG	Name	Weight	Life Span	Model
7	True	1.5062370443331417	2_3024	1.0871794871794869	4	Model 1
30	True	1.5112459193219785	2_3024	23.07413991237521	186	Model 1
32	True	1.2165558608246403	2_3024	18.616578682755158	189	Model 1
36	True	1.4262021322464862	2_3024	23.093487394957982	184	Model 1
37	True	1.1005353367906792	2_3024	15.657574908751378	186	Model 1
42	True	1.0473730310644573	2_3024	15.907692307692306	184	Model 1
44	True	1.6089862612309667	2_3024	5.294607843137256	180	Model 1
46	True	0.6451785574160931	2_3024	11.4132683982684	167	Model 1
51	True	0.9662288236700045	2_3024	2.650060723590135	137	Model 1
52	True	1.32083414508425	2_3024	8.628183940242764	178	Model 1
53	True	0.8470815510362295	2_3024	12.898694246929537	179	Model 1
56	True	0.8758302669104214	2_3024	2.4222222222222207	104	Model 1
58	True	0.7073090129235259	2_3024	6.098371399841987	172	Model 1
59	True	0.9558384342157228	2_3024	17.84882702265055	176	Model 1
64	True	0.9678123141962379	2_3024	1.7523809523809504	147	Model 1
22	True	0.40321276395263506	2_3025	1.2281081361403683	127	Model 1
24	True	0.40369225083572996	2_3025	21.838601594483947	186	Model 1
25	True	0.2550386802895946	2_3025	18.043246498599437	195	Model 1
26	True	0.3067650605122371	2_3025	16.438930905695607	191	Model 1
27	True	0.3443906392781328	2_3025	7.977327731092436	187	Model 1
42	True	0.1878472493475295	2_3025	20.46622710622711	193	Model 1
44	True	0.22279761429926145	2_3025	21.53467787114846	185	Model 1
49	True	0.16410986517385126	2_3025	1.7999999999999996	100	Model 1
51	True	0.1994827524638064	2_3025	17.954253752783167	192	Model 1
54	True	0.15726976234486925	2_3025	3.237380952380952	137	Model 1
57	True	0.37353163965753267	2_3025	17.93904761904762	172	Model 1
60	True	0.2128937219874431	2_3025	18.504999999999995	185	Model 1
86	True	0.18889424387656423	2_3025	1.5216666666666656	60	Model 1
93	True	0.2106043709328262	2_3025	1.4866666666666666	45	Model 1
134	True	0.15432263339629146	2_3027	7.293463011634278	130	Model 1
136	True	0.12343986175297376	2_3027	24.74459627329192	191	Model 1
137	True	0.13447521677409546	2_3027	18.46666666666666	193	Model 1
138	True	0.1588210187737425	2_3027	29.809523809523824	192	Model 1
139	True	0.11673222402039814	2_3027	35.87857142857142	183	Model 1
142	True	0.15894290404977218	2_3027	35.489192546583865	189	Model 1
144	True	0.16549185136435623	2_3027	19.194761904761904	182	Model 1
147	True	0.09771943345685831	2_3027	6.747142857142849	177	Model 1
5	True	8.805797698062015	2_3028	49.069111320233645	198	Model 1
16	True	9.309941505615207	2_3028	106.22630534924798	161	Model 1
17	True	1.2326356091740223	2_3028	1.560137723930827	3	Model 1
27	True	2.3837291415711084	2_3028	12.560315168579448	16	Model 1
35	True	0.2130951260144343	2_3028	0.9166666666666666	4	Model 1
47	True	0.6784180975594177	2_3028	8.553333333333335	24	Model 1
0	True	0.2957306678532506	2_3029	14.34713012477718	92	Model 1
2	True	0.25954668817503285	2_3029	11.776813970343381	95	Model 1
3	True	0.17180783566025362	2_3029	2.596003996003996	94	Model 1
5	True	0.37134110732964376	2_3029	10.08066688213747	95	Model 1
11	True	0.205572489084441	2_3029	3.604238049532167	82	Model 1
17	True	0.3373663970083448	2_3029	33.341870743635454	94	Model 1
69	True	0.37842194955803465	2_3029	8.87554945054945	19	Model 1
110	True	0.09528627776642014	2_3029	4.383919413919413	62	Model 1
112	True	0.4109026840230043	2_3029	5.914119801766859	80	Model 1
113	True	0.22720081472418727	2_3029	9.22	75	Model 1
114	True	0.31756419407542735	2_3029	22.439946132299074	80	Model 1
117	True	0.28245631018715905	2_3029	8.450532212885154	67	Model 1
120	True	0.2556135797613376	2_3029	15.820476190476189	77	Model 1
127	True	0.09991047116109117	2_3029	1.812380952380951	28	Model 1
38	True	0.5762138419717339	2_3037	8.590343505823384	14	Model 1
59	True	0.2696365649933609	2_3037	5.68407268170426	181	Model 1
61	True	0.14396092934753554	2_3037	8.63579856504005	172	Model 1
62	True	0.1590913071370374	2_3037	21.24261197866461	179	Model 1
65	True	0.29272027168354264	2_3037	27.882442002441998	171	Model 1
66	True	0.20377891202574536	2_3037	17.024761904761903	176	Model 1
67	True	0.2701507527445384	2_3037	8.202081447963801	176	Model 1
68	True	0.16999858174936666	2_3037	24.468451161841255	167	Model 1
69	True	0.17655889773658495	2_3037	23.73417168486828	172	Model 1
71	True	0.0874176734658459	2_3037	5.462545787545787	147	Model 1
74	True	0.12609698734567212	2_3037	4.9783333333333335	144	Model 1
76	True	0.15703790457605188	2_3037	9.862142857142857	156	Model 1
0	True	0.6843999934547622	2_3038	22.779621489621483	197	Model 1
1	True	0.7560185773382899	2_3038	26.213412698412696	191	Model 1
2	True	0.6003945588709935	2_3038	22.000238095238092	196	Model 1
3	True	0.7159984009964749	2_3038	6.7378898225957045	191	Model 1
4	True	1.009437754157697	2_3038	32.3728898225957	196	Model 1
6	True	1.2669058932460482	2_3038	21.35635890253537	194	Model 1
7	True	0.7289411791113117	2_3038	10.202966314731022	185	Model 1
10	True	0.49816462185843713	2_3038	17.604495798319327	182	Model 1
11	True	0.7214578251298832	2_3038	10.97628671981613	179	Model 1
13	True	0.8415743733467034	2_3038	17.777348272642392	163	Model 1
2	True	0.24807810628822577	2_3039	3.5	3	Model 1
3	True	1.83978497570344	2_3039	29.2368253968254	36	Model 1
5	True	0.1289389079229538	2_3039	1.6516666666666662	10	Model 1
45	True	0.6409909306787698	2_3039	102.3185482122311	154	Model 1
47	True	1.766779478726197	2_3039	28.901424468761927	133	Model 1
49	True	0.42125154440484286	2_3039	12.927796887796887	17	Model 1
2	True	0.12969251833212012	2_3052	20.254005602240895	187	Model 1
4	True	0.09485546344993875	2_3052	16.431293902176254	191	Model 1
5	True	0.13195356595400945	2_3052	19.294163614163615	195	Model 1
7	True	0.11284046228770522	2_3052	15.114228614522732	193	Model 1
9	True	0.08584032822970097	2_3052	31.105657904187314	194	Model 1
11	True	0.09113953210178699	2_3052	26.529086403792284	189	Model 1
12	True	0.12251192092797429	2_3052	33.218986568986566	192	Model 1
14	True	0.11239603880632142	2_3052	6.57048552754435	181	Model 1
17	True	0.11150478415620893	2_3052	12.497619047619047	175	Model 1
0	True	2.9905368299686437	2_3065	58.95442331942962	75	Model 1
8	True	4.0590194030786515	2_3065	46.62169389668759	54	Model 1
9	True	5.799829542212392	2_3065	28.139435712674207	127	Model 1
24	True	0.7214353870078002	2_3065	0.5575584583131752	2	Model 1
26	True	0.9139737237705408	2_3065	1.8461538461538463	3	Model 1
27	True	4.23147429590355	2_3065	20.511261483614422	59	Model 1
36	True	1.3830022589702102	2_3065	16.84793650793651	29	Model 1
51	True	1.1184070493994762	2_3065	1.9	5	Model 1
3	True	0.33185395275396007	2_3066	0.4311393179883788	2	Model 1
26	True	0.12530418749828312	2_3066	24.518229787641552	196	Model 1
27	True	0.07525049699967391	2_3066	15.616853886853885	191	Model 1
28	True	0.08515286033839402	2_3066	10.628315018315016	182	Model 1
31	True	0.06161460649461846	2_3066	3.6464454499748626	192	Model 1
32	True	0.144784479680578	2_3066	25.091706887883355	192	Model 1
33	True	0.08917644812742956	2_3066	16.15452380952381	194	Model 1
34	True	0.13894551348865095	2_3066	12.99496875673346	186	Model 1
35	True	0.08997919205425593	2_3066	9.877308051425695	186	Model 1
36	True	0.0902254409777231	2_3066	11.230952380952377	192	Model 1
37	True	0.09923388697886255	2_3066	4.62610644257703	190	Model 1
44	True	0.17692097557862727	2_3066	9.712967032967033	175	Model 1
54	True	0.06884015917321122	2_3066	4.0432492997198874	141	Model 1
58	True	0.22247275128288835	2_3066	0.9544117647058823	63	Model 1
69	True	0.06224076578769697	2_3066	1.958333333333334	63	Model 1
87	True	0.06042779292765347	2_3066	1.3986752136752134	64	Model 1
91	True	0.053541143711276586	2_3066	1.5928571428571419	94	Model 1
2	True	0.9136332635713138	2_3068	1.0169279385697123	2	Model 1
27	True	1.6540590302751166	2_3068	3.7402772312986263	14	Model 1
30	True	2.1342754427961217	2_3068	32.853544872631005	78	Model 1
47	True	1.2958280077457596	2_3068	35.62563697078113	78	Model 1
57	True	0.22601718878644247	2_3068	1.4800000000000004	8	Model 1
119	True	0.4354823918895558	2_3068	1.1743998824289719	69	Model 1
120	True	0.6626962313045413	2_3068	35.87432330827068	67	Model 1
121	True	0.6058770018744386	2_3068	4.640112480289858	14	Model 1
136	True	0.44614586979932314	2_3068	2.0000000000000027	2	Model 1
140	True	0.17817299263530265	2_3068	3.1966666666666614	40	Model 1
141	True	0.2401666780983337	2_3068	1.8333333333333321	39	Model 1
145	True	0.20085843642541776	2_3068	2.9866666666666655	34	Model 1
173	True	0.38519203703035915	2_3068	10.67943977591036	23	Model 1
175	True	0.33768852786266035	2_3068	1.6142857142857108	13	Model 1
178	True	0.2888535398610149	2_3068	1.842539682539683	24	Model 1
179	True	0.23286145238712577	2_3068	2.4117582417582435	19	Model 1
1	True	2.8465143826244494	2_3070	5.246854754440961	57	Model 1
13	True	0.49421046085065123	2_3070	10.407179487179485	73	Model 1
16	True	0.700074180316473	2_3070	21.83653968253968	73	Model 1
20	True	0.47333227821540214	2_3070	13.463968253968254	58	Model 1
24	True	0.648995719218075	2_3070	13.224767291531997	70	Model 1
55	True	0.48556300335742414	2_3070	1.1096411151636063	4	Model 1
69	True	0.309491939985323	2_3070	0.796619643332446	35	Model 1
71	True	0.6052772240211894	2_3070	14.18357142857143	46	Model 1
73	True	0.6276682707678405	2_3070	3.357380952380952	16	Model 1
76	True	0.6458545781106745	2_3070	16.675860805860808	47	Model 1
83	True	1.861306876375728	2_3070	11.15971055088702	54	Model 1
125	True	0.32466308109558417	2_3070	4.5966666666666685	57	Model 1
130	True	0.5437321760664414	2_3070	8.502492997198877	50	Model 1
134	True	0.6635991811740497	2_3070	23.853809523809524	56	Model 1
136	True	0.336869072924397	2_3070	6.225689865689864	47	Model 1
1	True	0.017729033520706292	2_3073	6.236666666666666	189	Model 1
3	True	0.029010753866062042	2_3073	6.000007182360123	194	Model 1
4	True	0.03216196936053032	2_3073	6.303469536998948	192	Model 1
6	True	0.03373099745974475	2_3073	19.495540819333918	195	Model 1
10	True	0.03109020111396251	2_3073	9.038958086087902	160	Model 1
11	True	0.0362446655748251	2_3073	26.653898876560756	193	Model 1
15	True	0.026202130925682826	2_3073	11.009733723792547	181	Model 1
19	True	0.033083368658557925	2_3073	9.215006105006104	198	Model 1
20	True	0.035941716475218696	2_3073	19.5350175967823	194	Model 1
21	True	0.04800540097478922	2_3073	15.98969457498869	176	Model 1
27	True	0.021645141300188468	2_3073	7.3434319014319005	175	Model 1
35	True	0.03221443361316369	2_3073	6.496212984671401	173	Model 1
37	True	0.03144019838602261	2_3073	1.0735714285714284	99	Model 1
54	True	0.028184661063331746	2_3073	2.361440781440781	126	Model 1
87	True	0.01881108885378985	2_3073	3.99599655246714	173	Model 1
0	True	0.09292297189682264	2_3077	4.095374149659864	10	Model 1
1	True	0.06521346773058469	2_3077	1.6417006802721088	9	Model 1
10	True	0.7580280468748677	2_3077	14.59605306455594	187	Model 1
41	True	1.172844544742809	2_3077	7.175497065009257	183	Model 1
43	True	1.2911405518127994	2_3077	143.23993076130998	188	Model 1
51	True	1.44327072310874	2_3077	22.222922892742865	188	Model 1
98	True	0.29239001394341557	2_3077	0.146751604015498	2	Model 1
3	True	0.2088547197703918	2_3079	3.875238095238095	6	Model 1
27	True	0.20727719838936845	2_3079	1.5910796671609817	4	Model 1
38	True	0.22747871507656983	2_3079	1.8218734038803244	4	Model 1
45	True	0.7846956830737291	2_3079	110.13223433985098	182	Model 1
46	True	0.15030460021190437	2_3079	2.1519047619047615	5	Model 1
55	True	0.27192487053811976	2_3079	12.127602233831741	16	Model 1
56	True	0.09459140758896055	2_3079	0.6799999999999999	1	Model 1
66	True	0.11895983612845486	2_3079	10.29333333333333	155	Model 1
67	True	0.16960158226915406	2_3079	20.79343137254902	151	Model 1
69	True	0.1884950538421616	2_3079	8.383333333333331	132	Model 1
70	True	0.1340131743592351	2_3079	5.136428571428572	129	Model 1
72	True	0.2367476537118624	2_3079	2.9499999999999997	119	Model 1
74	True	0.13882613874886932	2_3079	5.356666666666665	103	Model 1
0	True	4.151458854386998	2_3088	3.6667429824929916	4	Model 1
6	True	2.8900735557938044	2_3088	80.33707707752967	195	Model 1
9	True	1.58116387541836	2_3088	6.94889959767009	12	Model 1
20	True	1.6119233355265319	2_3088	8.161593498976853	28	Model 1
31	True	3.0043301054026985	2_3088	13.578214285714285	26	Model 1
43	True	0.8022504564840848	2_3088	2.5404761904761903	134	Model 1
44	True	0.8553319809083857	2_3088	6.594285714285713	123	Model 1
45	True	0.9136440205165071	2_3088	18.32547619047619	147	Model 1
46	True	1.3545879963971634	2_3088	15.01738095238095	93	Model 1
48	True	0.8531085115533493	2_3088	9.009047619047621	74	Model 1
51	True	0.9329551794730834	2_3088	11.050476190476191	142	Model 1
52	True	0.6955607478940277	2_3088	6.787142857142857	137	Model 1
3	True	0.38224303767105244	2_3097	5.468018018018018	8	Model 1
4	True	0.44747223268560643	2_3097	11.353333333333333	16	Model 1
22	True	0.43214592171279326	2_3097	6.107404516200164	9	Model 1
43	True	0.7696899920971292	2_3097	8.866148249214081	11	Model 1
70	True	1.300268062657776	2_3097	77.39928571428572	105	Model 1
89	True	0.643020301103094	2_3097	20.844047619047615	83	Model 1
95	True	0.10953388493920833	2_3097	0.9500000000000001	1	Model 1
96	True	2.4836568280225833	2_3097	42.246267696267694	49	Model 1
0	True	0.6293442412454282	2_3105	34.090476190476195	42	Model 1
36	True	0.41060779136457676	2_3105	4.336298706115485	8	Model 1
72	True	0.8053615809979552	2_3105	92.10926659358327	104	Model 1
123	True	0.4103869419775011	2_3105	7.401212121212123	12	Model 1
124	True	2.268623628191101	2_3105	26.197767145135565	39	Model 1
125	True	0.92804779072929	2_3105	4.465614035087718	11	Model 1
5	True	0.45015655808881094	2_3108	3.2242251321312523	7	Model 1
36	True	0.27203716526429267	2_3108	1.260952380952381	4	Model 1
37	True	0.4716813694049386	2_3108	7.098842921784097	24	Model 1
42	True	0.1270324935598651	2_3108	3.017557997557997	28	Model 1
50	True	0.11388754176010643	2_3108	1.8134640522875811	17	Model 1
65	True	0.4533634056993757	2_3108	9.893006176829704	38	Model 1
104	True	0.6321737777182812	2_3108	19.804063199672953	113	Model 1
107	True	0.7481736306770612	2_3108	20.062280310090838	118	Model 1
136	True	1.1843675378709269	2_3108	13.049240984997187	81	Model 1
144	True	0.8474747404813266	2_3108	17.205182996503748	58	Model 1
147	True	0.7921748534291337	2_3108	17.500398764435	80	Model 1
148	True	0.23287518210714558	2_3108	1.6428571428571392	3	Model 1
169	True	0.23230730529565738	2_3108	4.27857142857143	17	Model 1
2	True	2.1246593104621216	2_3109	35.8133599233153	116	Model 1
3	True	1.3118120152424102	2_3109	86.99263305322128	198	Model 1
4	True	0.6280021018429068	2_3109	0.785103785103785	115	Model 1
7	True	1.6032492966269647	2_3109	44.719004653284564	112	Model 1
18	True	0.18505060892707995	2_3109	0.7185017596782303	2	Model 1
28	True	0.19662687943352503	2_3109	2.119047619047619	4	Model 1
30	True	0.5953085243754768	2_3109	2.7394920634920634	12	Model 1
33	True	0.27863068653360284	2_3109	3.2633333333333328	5	Model 1
44	True	0.2187858741859397	2_3109	1.1704761904761902	18	Model 1
0	True	1.2462221325302598	2_3113	15.4	20	Model 1
15	True	4.016821643666081	2_3113	16.83984458234636	108	Model 1
18	True	2.954666697196149	2_3113	31.10472957898348	91	Model 1
19	True	1.6102529333611393	2_3113	50.70756583569882	90	Model 1
28	True	0.5043012116220745	2_3113	0.7666666666666666	2	Model 1
52	True	0.3660445321072318	2_3113	1.4014285714285712	67	Model 1
53	True	1.4587883157198116	2_3113	54.53857142857142	68	Model 1
17	True	0.4203197562830049	2_3120	11.912506511613756	42	Model 1
21	True	0.14417172472943915	2_3120	10.153053613053615	49	Model 1
30	True	0.34307837879246444	2_3120	10.327213489086303	34	Model 1
46	True	0.06827949088488416	2_3120	1.7866666666666655	7	Model 1
103	True	0.27150034927556516	2_3120	29.14578818603863	61	Model 1
104	True	0.17495783616698068	2_3120	2.6580367401047917	13	Model 1
112	True	0.2751856349756351	2_3120	20.490000000000006	53	Model 1
134	True	0.2659577137368103	2_3120	3.2370113493064308	7	Model 1
182	True	0.3188687762291269	2_3120	12.506067588325646	63	Model 1
184	True	0.07971130580359372	2_3120	5.629761904761905	59	Model 1
185	True	0.16886273414892058	2_3120	8.280952380952385	56	Model 1
188	True	0.18851301504996051	2_3120	18.580238095238094	60	Model 1
212	True	0.0792683824251	2_3120	1.3809523809523818	11	Model 1
0	True	0.9846004761967019	2_3122	35.54256422676504	78	Model 1
6	True	0.04705591414949337	2_3122	3.519047619047619	47	Model 1
10	True	0.10034701233100539	2_3122	29.743333333333332	42	Model 1
13	True	0.020017338868561267	2_3122	1.4799999999999998	32	Model 1
106	True	0.13949911351942187	2_3122	100.39258440700253	118	Model 1
0	True	0.31627761167681007	2_3148	24.971157796451912	187	Model 1
1	True	0.2651879529513057	2_3148	28.864999999999995	193	Model 1
2	True	0.40128648335127526	2_3148	19.896558931264813	190	Model 1
3	True	0.2626630823439378	2_3148	12.443972835818675	193	Model 1
4	True	0.5171295277882447	2_3148	10.944309416074121	192	Model 1
5	True	0.402162604760873	2_3148	17.57404761904762	186	Model 1
6	True	0.5044531543296351	2_3148	10.160588235294117	187	Model 1
8	True	0.32720386026358345	2_3148	19.60164906988436	189	Model 1
10	True	0.3076651369803061	2_3148	19.081603174603174	185	Model 1
34	True	0.2949813044577618	2_3148	5.494666666666667	133	Model 1
0	True	0.15722892180995082	2_3149	5.248571428571427	39	Model 1
5	True	0.1509542945452909	2_3149	2.116268514094601	39	Model 1
6	True	0.11343456293296131	2_3149	2.3024175824175823	12	Model 1
13	True	0.06770116301409215	2_3149	3.0466666666666664	37	Model 1
18	True	0.07155879308276072	2_3149	3.55	25	Model 1
22	True	0.12339215907807995	2_3149	9.309523809523808	32	Model 1
28	True	0.06023660751923538	2_3149	1.858783245739767	21	Model 1
56	True	1.8027151679165418	2_3149	12.426069497364441	15	Model 1
207	True	0.19713051405506357	2_3149	27.52467787114845	95	Model 1
208	True	0.27818100488738223	2_3149	29.493502640255254	101	Model 1
230	True	0.12369315489218106	2_3149	8.738760381532655	102	Model 1
241	True	0.0700298920615753	2_3149	6.066666666666666	90	Model 1
245	True	0.1874241480879428	2_3149	17.156666666666677	97	Model 1
61	True	0.05172505704301184	2_3152	6.249523809523808	178	Model 1
69	True	0.05891061822776474	2_3152	6.544603174603173	182	Model 1
72	True	0.07311727276082229	2_3152	10.614285714285714	177	Model 1
77	True	0.08519088826659373	2_3152	12.826667926879637	186	Model 1
80	True	0.03892927269400479	2_3152	3.4244444444444433	162	Model 1
85	True	0.04791349714640661	2_3152	5.4190476190476184	171	Model 1
88	True	0.038056298254080495	2_3152	4.71666666666667	162	Model 1
93	True	0.09133092490921257	2_3152	5.79079796020972	153	Model 1
94	True	0.12371551737086109	2_3152	7.635531135531138	167	Model 1
99	True	0.05887177099241247	2_3152	12.622271062271057	164	Model 1
104	True	0.0754129057529595	2_3152	13.234439416792359	159	Model 1
109	True	0.04062403470448529	2_3152	2.2852567693744157	154	Model 1
117	True	0.04744352497950363	2_3152	2.061904761904761	113	Model 1
121	True	0.030933499481452787	2_3152	1.5111111111111106	124	Model 1
135	True	0.07617438453156186	2_3152	5.329286935286934	187	Model 1
144	True	0.04604731449575137	2_3152	5.532759462759461	122	Model 1
152	True	0.07654170758281469	2_3152	1.23015873015873	79	Model 1
169	True	0.09697946629335989	2_3152	7.783988364576599	166	Model 1
199	True	0.04241750103160127	2_3152	1.951111111111111	59	Model 1
201	True	0.034248568016322076	2_3152	1.1156582880720813	62	Model 1
5	True	0.4696363847751781	2_3160	11.981556116824112	17	Model 1
94	True	0.08544000879429607	2_3160	8.071428571428568	21	Model 1
96	True	0.03972278534134799	2_3160	3.6666666666666665	13	Model 1
145	True	0.3849021121735301	2_3160	1.1075714845626345	22	Model 1
151	True	0.6761639941135019	2_3160	16.856768390962394	20	Model 1
204	True	1.1093162666936434	2_3160	13.912895492205834	29	Model 1
221	True	0.08702328686693318	2_3160	13.999999999999998	32	Model 1
265	True	0.4762157215793394	2_3160	2.2619047619047596	4	Model 1
272	True	1.0524455545843419	2_3160	7.4222222222222225	8	Model 1
281	True	1.8123458855403747	2_3160	8.601922648923235	27	Model 1
285	True	0.9242101269296079	2_3160	15.4	20	Model 1
305	True	0.34824148069841393	2_3160	0.7109885057471264	2	Model 1
0	True	2.0243237402960754	2_3162	52.39383794127865	106	Model 1
10	True	1.4546428906258424	2_3162	25.322814630870212	65	Model 1
20	True	0.5944400595704078	2_3162	4.306349206349206	6	Model 1
24	True	1.1127910373503516	2_3162	1.622107790295704	17	Model 1
26	True	0.5051161716310673	2_3162	10.733699955015744	15	Model 1
40	True	0.5929436184940104	2_3162	87.22761904761906	93	Model 1
6	True	0.21387268480257932	2_3169	3.640056022408963	12	Model 1
23	True	0.4649035667020675	2_3169	12.557142857142857	17	Model 1
50	True	0.7342326055126726	2_3169	17.737142857142857	21	Model 1
61	True	0.32650230768759664	2_3169	1.78149824032177	3	Model 1
90	True	3.3303126646691585	2_3169	56.27017526539811	73	Model 1
95	True	0.4270250550016581	2_3169	2.7857142857142856	4	Model 1
126	True	0.8375554911250246	2_3169	3.36325127505813	5	Model 1
127	True	2.9887502556247965	2_3169	11.647790330907686	19	Model 1
135	True	1.1242437620657073	2_3169	9.33377777777778	11	Model 1
149	True	0.6422122158536985	2_3169	20.927333333333337	34	Model 1
151	True	0.2249976772139537	2_3169	3.7499999999999973	22	Model 1
24	True	2.2477841543712187	2_3170	40.64611325611325	47	Model 1
38	True	0.4825979248236217	2_3170	6.699999999999999	9	Model 1
52	True	1.5637152956129325	2_3170	2.8728309566124777	4	Model 1
57	True	1.6710489485720772	2_3170	13.366321028030406	31	Model 1
60	True	3.9181373844434644	2_3170	27.739164332399625	58	Model 1
67	True	0.7370209210618469	2_3170	1.8333333333333333	3	Model 1
76	True	5.460234979379578	2_3170	60.70450861556744	85	Model 1
77	True	5.45961096976521	2_3170	14.853333333333332	54	Model 1
1	True	0.3164225212239147	2_3175	14.388610441845735	198	Model 1
2	True	0.3220747995483908	2_3175	20.038731170789994	189	Model 1
3	True	0.3216613501871894	2_3175	18.897879915079336	195	Model 1
5	True	0.520253187019032	2_3175	9.173668747511986	179	Model 1
6	True	0.357641486091688	2_3175	23.83968685439274	191	Model 1
8	True	0.32785475609769754	2_3175	8.250970758800946	194	Model 1
10	True	0.30455772834686545	2_3175	12.684174714970984	188	Model 1
11	True	0.4519565747749282	2_3175	11.18755855255855	186	Model 1
13	True	0.4108742895832696	2_3175	2.052818292818292	160	Model 1
14	True	0.17546031852074745	2_3175	4.424136321195144	121	Model 1
15	True	0.3345355703019987	2_3175	18.73628548532224	184	Model 1
18	True	0.3656748930622636	2_3175	13.823393077510723	190	Model 1
26	True	0.3184012941961178	2_3175	2.817981756805286	168	Model 1
61	True	0.2854917831212607	2_3175	1.4984126984126984	70	Model 1
41	True	0.10100596101539674	2_3183	1.236363636363636	2	Model 1
48	True	0.16990285112849862	2_3183	30.751265172735756	161	Model 1
49	True	1.0775057095125984	2_3183	91.90390743243685	156	Model 1
50	True	0.23566604461215052	2_3183	4.546666666666668	14	Model 1
55	True	0.303243303864688	2_3183	23.682263847263847	185	Model 1
64	True	0.18678597585332954	2_3183	33.589749694749685	74	Model 1
0	True	0.10589225617225942	2_3185	31.08517077693548	192	Model 1
1	True	0.09024476660269244	2_3185	19.206666666666663	196	Model 1
2	True	0.11019739035190536	2_3185	20.650433096315446	198	Model 1
4	True	0.15517323646531686	2_3185	12.776032464267757	196	Model 1
5	True	0.06893565827761687	2_3185	14.92196401637578	191	Model 1
7	True	0.15224549929218084	2_3185	26.442486565721858	186	Model 1
8	True	0.17942790869666522	2_3185	6.028292547318916	183	Model 1
9	True	0.10935909626116061	2_3185	5.296285185402832	174	Model 1
11	True	0.08312194126737076	2_3185	16.613675213675215	192	Model 1
13	True	0.09640009940268741	2_3185	10.136492890701813	172	Model 1
14	True	0.05529911035516842	2_3185	7.06775874452345	190	Model 1
1	True	0.08869556721421638	2_3186	10.984604433204836	194	Model 1
2	True	0.08407863466547615	2_3186	6.26557548829354	182	Model 1
3	True	0.05914117843230854	2_3186	9.95776161949387	194	Model 1
4	True	0.1504842000726674	2_3186	17.134660894660893	182	Model 1
7	True	0.15508219289939854	2_3186	11.331403890227417	191	Model 1
8	True	0.14780980668640484	2_3186	15.737427694377295	194	Model 1
11	True	0.10565254593116408	2_3186	6.176215136215136	186	Model 1
13	True	0.08524165806634933	2_3186	2.734009042629732	171	Model 1
18	True	0.10930342824134252	2_3186	16.01673783732607	189	Model 1
19	True	0.11180953886233899	2_3186	9.241261744791156	157	Model 1
20	True	0.09285853228724875	2_3186	3.968887868887869	150	Model 1
26	True	0.08071110472585072	2_3186	2.7647726130079064	130	Model 1
30	True	0.20434164224115697	2_3186	2.7054876496052964	143	Model 1
32	True	0.10876484210696204	2_3186	2.12051282051282	136	Model 1
44	True	0.11686054846212082	2_3186	2.5640284160284157	138	Model 1
50	True	0.07726304477356723	2_3186	3.2457516339869277	136	Model 1
55	True	0.1725529839612274	2_3186	16.512667631328885	182	Model 1
60	True	0.0628680800083777	2_3186	4.1103318903318895	132	Model 1
1	True	0.03706678395693137	2_3194	5.178333333333333	87	Model 1
4	True	0.08593342204481415	2_3194	68.53784706791305	92	Model 1
98	True	1.6136321713657173	2_3194	3.0401093792088423	39	Model 1
123	True	0.32638435894120504	2_3194	0.3925690894192731	37	Model 1
129	True	0.03499386824752255	2_3194	4.846078431372549	34	Model 1
135	True	0.02415605740070973	2_3194	4.962745098039208	29	Model 1
138	True	0.026904509035899003	2_3194	3.96666666666666	19	Model 1
191	True	0.07633019202016793	2_3194	37.508333333333326	62	Model 1
196	True	0.0397964882242609	2_3194	9.05	49	Model 1
2	True	0.31958173571897197	2_3196	1.936666666666666	6	Model 1
14	True	0.5135388779580727	2_3196	1.5277777777777777	2	Model 1
20	True	0.6171610070686097	2_3196	7.515909645909646	27	Model 1
22	True	0.9407668164945886	2_3196	10.709390698721075	27	Model 1
70	True	0.41538652114534136	2_3196	2.1607142857142856	3	Model 1
77	True	0.6556686662968897	2_3196	84.87432773109244	127	Model 1
79	True	1.3694918155261921	2_3196	11.684005602240894	129	Model 1
88	True	0.47994474679949956	2_3196	8.775714285714287	101	Model 1
95	True	0.29114389700536847	2_3196	1.871428571428571	78	Model 1
130	True	0.5918943714758411	2_3196	1.5	4	Model 1
132	True	3.078875437589975	2_3196	16.060705187946567	22	Model 1
145	True	0.7914722956406551	2_3196	1.9126281453867662	2	Model 1
14	True	0.13785787127390478	2_3198	1.6819047619047618	10	Model 1
33	True	0.7950364108406862	2_3198	95.04780964133906	186	Model 1
36	True	0.21625227332700334	2_3198	3.2777777777777786	5	Model 1
38	True	1.0713007557242449	2_3198	27.38549335668647	182	Model 1
39	True	1.7203333930843232	2_3198	21.48269841269841	48	Model 1
42	True	0.03217355882274595	2_3198	1.294285714285715	36	Model 1
46	True	0.07098330939102698	2_3198	2.8629548229548227	35	Model 1
47	True	0.09136833592773252	2_3198	2.7287797170150108	29	Model 1
50	True	0.09682197033048784	2_3198	1.8547619047619048	32	Model 1
54	True	0.12102013171186267	2_3198	4.123462805538278	35	Model 1
73	True	0.9490477369405713	2_3198	6.647163306541772	34	Model 1
3	True	0.5261964231038359	2_3211	28.614718614718615	42	Model 1
38	True	3.841994529331213	2_3211	11.544799299637742	47	Model 1
39	True	3.0831957828569516	2_3211	32.57330122458406	109	Model 1
