,Correlations,Quantity,Name,Length
1046,0.4803840505900089,Density,Curve 174,Length 100
1050,0.081732904272609,Torsion,Curve 175,Length 100
1051,-0.0818574758424751,Curvature,Curve 175,Length 100
1052,0.2851845266418551,Density,Curve 175,Length 100
1056,0.2884555318699935,Torsion,Curve 176,Length 100
1057,-0.2237598002699427,Curvature,Curve 176,Length 100
1058,0.2415295176270618,Density,Curve 176,Length 100
1062,0.113674435466239,Torsion,Curve 177,Length 100
1063,-0.1143925697755974,Curvature,Curve 177,Length 100
1064,0.5787867403249782,Density,Curve 177,Length 100
1068,0.17702533935247,Torsion,Curve 178,Length 100
1069,-0.2634550763315743,Curvature,Curve 178,Length 100
1070,0.4020369711437572,Density,Curve 178,Length 100
1074,0.0907987635044589,Torsion,Curve 179,Length 100
1075,0.0754786941074871,Curvature,Curve 179,Length 100
1076,0.2619783542133018,Density,Curve 179,Length 100
1080,0.2284118551706621,Torsion,Curve 180,Length 100
1081,-0.1462662754905928,Curvature,Curve 180,Length 100
1082,0.2673626673542547,Density,Curve 180,Length 100
1086,0.1760751029552626,Torsion,Curve 181,Length 100
1087,-0.158462572385839,Curvature,Curve 181,Length 100
1088,0.3168561062881588,Density,Curve 181,Length 100
1092,0.083405715529678,Torsion,Curve 182,Length 100
1093,-0.1711954727971876,Curvature,Curve 182,Length 100
1094,0.0907357547369454,Density,Curve 182,Length 100
1098,0.0636354868029425,Torsion,Curve 183,Length 100
1099,-0.036013400535307,Curvature,Curve 183,Length 100
1100,0.4531751203093206,Density,Curve 183,Length 100
1104,0.099791325881904,Torsion,Curve 184,Length 100
1105,-0.2812414626989419,Curvature,Curve 184,Length 100
1106,0.2906888059453139,Density,Curve 184,Length 100
1110,0.183425499824769,Torsion,Curve 185,Length 100
1111,-0.2457688204778367,Curvature,Curve 185,Length 100
1112,0.6862558755579302,Density,Curve 185,Length 100
1116,0.2675773858571384,Torsion,Curve 186,Length 100
1117,-0.2061231865616987,Curvature,Curve 186,Length 100
1118,0.3489465268139171,Density,Curve 186,Length 100
1122,0.0868235503024701,Torsion,Curve 187,Length 100
1123,-0.1833256121863798,Curvature,Curve 187,Length 100
1124,0.2659191337733117,Density,Curve 187,Length 100
1128,0.2492572864059926,Torsion,Curve 188,Length 100
1129,-0.1288332572698974,Curvature,Curve 188,Length 100
1130,0.4673519070666488,Density,Curve 188,Length 100
1134,0.0554377156367458,Torsion,Curve 189,Length 100
1135,-0.3062636407079729,Curvature,Curve 189,Length 100
1136,0.2537751370118728,Density,Curve 189,Length 100
1140,0.0920481233059456,Torsion,Curve 190,Length 100
1141,-0.3009263111386261,Curvature,Curve 190,Length 100
1142,0.4005469034073934,Density,Curve 190,Length 100
1146,-0.0096285180806293,Torsion,Curve 191,Length 100
1147,-0.0427723821997518,Curvature,Curve 191,Length 100
1148,0.4662880956810783,Density,Curve 191,Length 100
1152,-0.1241379108716968,Torsion,Curve 192,Length 100
1153,0.0355082878562498,Curvature,Curve 192,Length 100
1154,0.4722979865610162,Density,Curve 192,Length 100
1158,0.0846935921315685,Torsion,Curve 193,Length 100
1159,-0.1904347281627252,Curvature,Curve 193,Length 100
1160,0.234056401153691,Density,Curve 193,Length 100
1164,0.1469916948341826,Torsion,Curve 194,Length 100
1165,-0.2525680453291319,Curvature,Curve 194,Length 100
1166,0.3762799439463833,Density,Curve 194,Length 100
1170,0.1000104828208899,Torsion,Curve 195,Length 100
1171,-0.1103343219388938,Curvature,Curve 195,Length 100
1172,0.4435626987053391,Density,Curve 195,Length 100
1176,0.1618870128374019,Torsion,Curve 196,Length 100
1177,-0.1216668926567985,Curvature,Curve 196,Length 100
1178,0.4264000784071016,Density,Curve 196,Length 100
1182,0.1209217225154643,Torsion,Curve 197,Length 100
1183,0.0261712457535177,Curvature,Curve 197,Length 100
1184,0.4464014951722363,Density,Curve 197,Length 100
1188,-0.0403573469497607,Torsion,Curve 198,Length 100
1189,-0.0444173358899439,Curvature,Curve 198,Length 100
1190,0.2781660019667679,Density,Curve 198,Length 100
1194,0.0606136807695057,Torsion,Curve 199,Length 100
1195,-0.090238560370946,Curvature,Curve 199,Length 100
1196,0.6916782919976248,Density,Curve 199,Length 100
1200,0.1161848517035974,Torsion,Curve 0,Length 200
1201,-0.0658602464015694,Curvature,Curve 0,Length 200
1202,0.1229783281637265,Density,Curve 0,Length 200
1206,0.106069410774734,Torsion,Curve 1,Length 200
1207,0.0133343674002892,Curvature,Curve 1,Length 200
1208,0.4726035740330697,Density,Curve 1,Length 200
1212,0.2178987592470336,Torsion,Curve 2,Length 200
1213,-0.2662613756518126,Curvature,Curve 2,Length 200
1214,0.1553628409852492,Density,Curve 2,Length 200
1218,-0.0605535073465689,Torsion,Curve 3,Length 200
1219,-0.1328105126914919,Curvature,Curve 3,Length 200
1220,0.3843546886904022,Density,Curve 3,Length 200
1224,0.1520823963639303,Torsion,Curve 4,Length 200
1225,-0.2655446023587516,Curvature,Curve 4,Length 200
1226,0.1428142019754326,Density,Curve 4,Length 200
1230,0.0993953141238034,Torsion,Curve 5,Length 200
1231,-0.1359852739962513,Curvature,Curve 5,Length 200
1232,0.2227919204838903,Density,Curve 5,Length 200
1236,0.1919310170928042,Torsion,Curve 6,Length 200
1237,-0.2201576061375691,Curvature,Curve 6,Length 200
1238,0.2134389045460387,Density,Curve 6,Length 200
1242,0.0966789461558346,Torsion,Curve 7,Length 200
1243,-0.0610664358372665,Curvature,Curve 7,Length 200
1244,0.2545756586268939,Density,Curve 7,Length 200
1248,0.1418172692693128,Torsion,Curve 8,Length 200
1249,-0.0570415262651721,Curvature,Curve 8,Length 200
1250,0.2262207275414845,Density,Curve 8,Length 200
1254,0.1186742815238133,Torsion,Curve 9,Length 200
1255,-0.1879005087108251,Curvature,Curve 9,Length 200
1256,0.1197575323550137,Density,Curve 9,Length 200
1260,0.0698906848936681,Torsion,Curve 10,Length 200
1261,-0.2032622654377429,Curvature,Curve 10,Length 200
1262,0.3348484197496258,Density,Curve 10,Length 200
1266,0.2227774731999363,Torsion,Curve 11,Length 200
1267,-0.2369047191300366,Curvature,Curve 11,Length 200
1268,0.3476285124011661,Density,Curve 11,Length 200
1272,0.0064941515332607,Torsion,Curve 12,Length 200
1273,-0.1344035024304971,Curvature,Curve 12,Length 200
1274,-0.0372342071909236,Density,Curve 12,Length 200
1278,0.1066205869531514,Torsion,Curve 13,Length 200
1279,-0.1272160112750184,Curvature,Curve 13,Length 200
1280,0.6047072452977192,Density,Curve 13,Length 200
1284,0.1211670018494159,Torsion,Curve 14,Length 200
1285,0.0499097107631315,Curvature,Curve 14,Length 200
1286,0.442666833841739,Density,Curve 14,Length 200
1290,0.1275701674777765,Torsion,Curve 15,Length 200
1291,-0.1601854290149336,Curvature,Curve 15,Length 200
1292,-0.0165070565098739,Density,Curve 15,Length 200
1296,0.0766483860511838,Torsion,Curve 16,Length 200
1297,-0.1220224461848558,Curvature,Curve 16,Length 200
1298,0.286913275232303,Density,Curve 16,Length 200
1302,0.0915287589785256,Torsion,Curve 17,Length 200
1303,-0.0342252172882148,Curvature,Curve 17,Length 200
1304,0.335724368125547,Density,Curve 17,Length 200
1308,0.1884485147374905,Torsion,Curve 18,Length 200
1309,-0.1128637560226405,Curvature,Curve 18,Length 200
1310,0.0592224417659969,Density,Curve 18,Length 200
1314,0.0400422881006681,Torsion,Curve 19,Length 200
1315,-0.1225408515939546,Curvature,Curve 19,Length 200
1316,0.3330775116765886,Density,Curve 19,Length 200
1320,0.1138047706320865,Torsion,Curve 20,Length 200
1321,-0.1260169194193879,Curvature,Curve 20,Length 200
1322,0.5161682516806227,Density,Curve 20,Length 200
1326,0.0634135954916672,Torsion,Curve 21,Length 200
1327,-0.233184773749371,Curvature,Curve 21,Length 200
1328,0.3976269547252324,Density,Curve 21,Length 200
1332,0.1100500411035169,Torsion,Curve 22,Length 200
1333,-0.0868510453388034,Curvature,Curve 22,Length 200
1334,0.3862787860199924,Density,Curve 22,Length 200
1338,0.0580072085942938,Torsion,Curve 23,Length 200
1339,-0.0807485138200713,Curvature,Curve 23,Length 200
1340,0.2818697452444536,Density,Curve 23,Length 200
1344,0.0811409375847676,Torsion,Curve 24,Length 200
1345,-0.1166374643426802,Curvature,Curve 24,Length 200
1346,0.2283874673666849,Density,Curve 24,Length 200
1350,0.1207538966756099,Torsion,Curve 25,Length 200
1351,-0.0416473395541616,Curvature,Curve 25,Length 200
1352,0.4272615238805787,Density,Curve 25,Length 200
1356,-0.017758730799783,Torsion,Curve 26,Length 200
1357,-0.2307177845576802,Curvature,Curve 26,Length 200
1358,0.4361212951156266,Density,Curve 26,Length 200
1362,0.1794385278874849,Torsion,Curve 27,Length 200
1363,-0.095305989080609,Curvature,Curve 27,Length 200
1364,0.3295202039818547,Density,Curve 27,Length 200
1368,0.1133843397348493,Torsion,Curve 28,Length 200
1369,-0.0524675176973426,Curvature,Curve 28,Length 200
1370,0.4724303992875944,Density,Curve 28,Length 200
1374,-0.0216717448353051,Torsion,Curve 29,Length 200
1375,-0.1244216876374963,Curvature,Curve 29,Length 200
1376,0.3163895281797403,Density,Curve 29,Length 200
1380,-0.0323386305810868,Torsion,Curve 30,Length 200
1381,0.0057029052346605,Curvature,Curve 30,Length 200
1382,0.3556448660586231,Density,Curve 30,Length 200
1386,0.0545779793759574,Torsion,Curve 31,Length 200
1387,-0.1567865822891925,Curvature,Curve 31,Length 200
1388,0.3893700653330272,Density,Curve 31,Length 200
1392,0.0679815739296034,Torsion,Curve 32,Length 200
1393,-0.1149160980421401,Curvature,Curve 32,Length 200
1394,0.4574774059982769,Density,Curve 32,Length 200
1398,0.1551306572424412,Torsion,Curve 33,Length 200
1399,-0.086357251337887,Curvature,Curve 33,Length 200
1400,0.3331797240524238,Density,Curve 33,Length 200
1404,-0.1398570072567724,Torsion,Curve 34,Length 200
1405,-0.1339834511799884,Curvature,Curve 34,Length 200
1406,0.3803876087833873,Density,Curve 34,Length 200
1410,0.1118053146368086,Torsion,Curve 35,Length 200
1411,-0.1666158515089774,Curvature,Curve 35,Length 200
1412,0.4393825241307171,Density,Curve 35,Length 200
1416,0.1094163371539455,Torsion,Curve 36,Length 200
1417,-0.2189979831627334,Curvature,Curve 36,Length 200
1418,0.3972390491442553,Density,Curve 36,Length 200
1422,0.1137821137914107,Torsion,Curve 37,Length 200
1423,-0.1350237107806377,Curvature,Curve 37,Length 200
1424,0.1336011839339228,Density,Curve 37,Length 200
1428,0.0443840871572444,Torsion,Curve 38,Length 200
1429,-0.1847188163765928,Curvature,Curve 38,Length 200
1430,0.3712219481683431,Density,Curve 38,Length 200
1434,0.167109198093792,Torsion,Curve 39,Length 200
1435,-0.1771465128374388,Curvature,Curve 39,Length 200
1436,0.4068356664379417,Density,Curve 39,Length 200
1440,0.1820585468397153,Torsion,Curve 40,Length 200
1441,-0.2073192442321729,Curvature,Curve 40,Length 200
1442,0.1626992056653594,Density,Curve 40,Length 200
1446,0.1343473229128596,Torsion,Curve 41,Length 200
1447,-0.0363407842555336,Curvature,Curve 41,Length 200
1448,0.3311735524709895,Density,Curve 41,Length 200
1452,0.1558578837777553,Torsion,Curve 42,Length 200
1453,-0.1952524065520107,Curvature,Curve 42,Length 200
1454,0.3200502695397165,Density,Curve 42,Length 200
1458,0.0934908708372516,Torsion,Curve 43,Length 200
1459,-0.0930539223344792,Curvature,Curve 43,Length 200
1460,0.4721992562710475,Density,Curve 43,Length 200
1464,0.1109446173944491,Torsion,Curve 44,Length 200
1465,-0.2770670517162147,Curvature,Curve 44,Length 200
1466,0.5396515799034601,Density,Curve 44,Length 200
1470,0.0980271777855072,Torsion,Curve 45,Length 200
1471,-0.1893716164896261,Curvature,Curve 45,Length 200
1472,0.2393161788266718,Density,Curve 45,Length 200
1476,0.2400235930385614,Torsion,Curve 46,Length 200
1477,-0.1196370507032561,Curvature,Curve 46,Length 200
1478,0.083724236403806,Density,Curve 46,Length 200
1482,0.0604237869023353,Torsion,Curve 47,Length 200
1483,-0.0357811943307873,Curvature,Curve 47,Length 200
1484,0.3459142783052302,Density,Curve 47,Length 200
1488,0.073483806489856,Torsion,Curve 48,Length 200
1489,-0.2003118738003947,Curvature,Curve 48,Length 200
1490,0.2733088106763529,Density,Curve 48,Length 200
1494,0.1001330043621758,Torsion,Curve 49,Length 200
1495,-0.1826308893134075,Curvature,Curve 49,Length 200
1496,0.2984505155533538,Density,Curve 49,Length 200
1500,-0.1493153497305821,Torsion,Curve 50,Length 200
1501,-0.0590364237455035,Curvature,Curve 50,Length 200
1502,0.4563389116606824,Density,Curve 50,Length 200
1506,0.1416330885621379,Torsion,Curve 51,Length 200
1507,-0.2020998081756326,Curvature,Curve 51,Length 200
1508,0.3196478476424495,Density,Curve 51,Length 200
1512,0.1992019517458506,Torsion,Curve 52,Length 200
1513,-0.1445012798406399,Curvature,Curve 52,Length 200
1514,0.3018478619168727,Density,Curve 52,Length 200
1518,0.1868449343548191,Torsion,Curve 53,Length 200
1519,-0.2455760684306384,Curvature,Curve 53,Length 200
1520,0.280350208960792,Density,Curve 53,Length 200
1524,-0.1003618596767269,Torsion,Curve 54,Length 200
1525,-0.1522010938936169,Curvature,Curve 54,Length 200
1526,0.4723227457937595,Density,Curve 54,Length 200
1530,0.1569548252623489,Torsion,Curve 55,Length 200
1531,-0.0547683733585525,Curvature,Curve 55,Length 200
1532,0.3213533131092945,Density,Curve 55,Length 200
1536,0.2007694442701674,Torsion,Curve 56,Length 200
1537,-0.1312390830637427,Curvature,Curve 56,Length 200
1538,0.0969118345120741,Density,Curve 56,Length 200
1542,0.1509390415992317,Torsion,Curve 57,Length 200
1543,-0.2543585716028672,Curvature,Curve 57,Length 200
1544,0.4122382401490608,Density,Curve 57,Length 200
1548,-0.0873400096977298,Torsion,Curve 58,Length 200
1549,-0.1379009723474435,Curvature,Curve 58,Length 200
1550,0.2438711105117081,Density,Curve 58,Length 200
1554,0.0765020177102746,Torsion,Curve 59,Length 200
1555,-0.1211667508732162,Curvature,Curve 59,Length 200
1556,0.6119004814546464,Density,Curve 59,Length 200
1560,0.0797130390488136,Torsion,Curve 60,Length 200
1561,-0.1674006246315259,Curvature,Curve 60,Length 200
1562,0.4351057348253032,Density,Curve 60,Length 200
1566,0.1154652985133573,Torsion,Curve 61,Length 200
1567,-0.1753943038501339,Curvature,Curve 61,Length 200
1568,0.3751207546125781,Density,Curve 61,Length 200
1572,0.2877111378456188,Torsion,Curve 62,Length 200
1573,-0.1127942831674268,Curvature,Curve 62,Length 200
1574,0.0106794993144918,Density,Curve 62,Length 200
1578,0.1072465062586098,Torsion,Curve 63,Length 200
1579,-0.0825277507165526,Curvature,Curve 63,Length 200
1580,0.1701395215529214,Density,Curve 63,Length 200
1584,0.0866822969407746,Torsion,Curve 64,Length 200
1585,0.0397482125823718,Curvature,Curve 64,Length 200
1586,0.5411902419943821,Density,Curve 64,Length 200
1590,0.0168565573383037,Torsion,Curve 65,Length 200
1591,-0.131126598119911,Curvature,Curve 65,Length 200
1592,0.4183263799640657,Density,Curve 65,Length 200
1596,-0.0448016844000002,Torsion,Curve 66,Length 200
1597,-0.1972857457977273,Curvature,Curve 66,Length 200
1598,0.2469195083879692,Density,Curve 66,Length 200
1602,0.0019220104061441,Torsion,Curve 67,Length 200
1603,-0.0724949224915761,Curvature,Curve 67,Length 200
1604,0.3860682579039763,Density,Curve 67,Length 200
1608,0.1463913333991379,Torsion,Curve 68,Length 200
1609,-0.1194665601792829,Curvature,Curve 68,Length 200
1610,0.0422552331922087,Density,Curve 68,Length 200
1614,0.1638269382495438,Torsion,Curve 69,Length 200
1615,-0.1947859416849536,Curvature,Curve 69,Length 200
1616,0.1888067227492754,Density,Curve 69,Length 200
1620,0.1153881176613618,Torsion,Curve 70,Length 200
1621,-0.1781004844966082,Curvature,Curve 70,Length 200
1622,0.419271481947145,Density,Curve 70,Length 200
1626,0.123562616823692,Torsion,Curve 71,Length 200
1627,-0.1148972429459625,Curvature,Curve 71,Length 200
1628,0.2284565594269107,Density,Curve 71,Length 200
1632,0.1824770822027521,Torsion,Curve 72,Length 200
1633,-0.2452550637190199,Curvature,Curve 72,Length 200
1634,0.2625386225902712,Density,Curve 72,Length 200
1638,-0.0034463850676371,Torsion,Curve 73,Length 200
1639,-0.1706072668516589,Curvature,Curve 73,Length 200
1640,0.4397717510007647,Density,Curve 73,Length 200
1644,0.263697995096229,Torsion,Curve 74,Length 200
1645,-0.1369220989624942,Curvature,Curve 74,Length 200
1646,0.4255645937890266,Density,Curve 74,Length 200
1650,0.124024610117713,Torsion,Curve 75,Length 200
1651,-0.1742146159199774,Curvature,Curve 75,Length 200
1652,0.2773340424241744,Density,Curve 75,Length 200
1656,0.0739862896629756,Torsion,Curve 76,Length 200
1657,-0.1278821314927797,Curvature,Curve 76,Length 200
1658,0.2272519763154209,Density,Curve 76,Length 200
1662,-0.0051636007886661,Torsion,Curve 77,Length 200
1663,-0.2239015506327423,Curvature,Curve 77,Length 200
1664,0.4964234825768527,Density,Curve 77,Length 200
1668,0.0786013662412223,Torsion,Curve 78,Length 200
1669,-0.0866155485624447,Curvature,Curve 78,Length 200
1670,0.0826674725387072,Density,Curve 78,Length 200
1674,-0.0975722297001712,Torsion,Curve 79,Length 200
1675,-0.2491313192359762,Curvature,Curve 79,Length 200
1676,0.3155316104532973,Density,Curve 79,Length 200
1680,0.1244906638933382,Torsion,Curve 80,Length 200
1681,-0.1945267195146555,Curvature,Curve 80,Length 200
1682,0.5334878309486136,Density,Curve 80,Length 200
1686,-0.0072939381956562,Torsion,Curve 81,Length 200
1687,0.0151817596570953,Curvature,Curve 81,Length 200
1688,0.4974868125088779,Density,Curve 81,Length 200
1692,0.2305977211836662,Torsion,Curve 82,Length 200
1693,-0.2658053358777899,Curvature,Curve 82,Length 200
1694,-0.0125770264561627,Density,Curve 82,Length 200
1698,0.1673282579022328,Torsion,Curve 83,Length 200
1699,-0.1614570905088621,Curvature,Curve 83,Length 200
1700,0.4162593387452604,Density,Curve 83,Length 200
1704,0.2232701565513323,Torsion,Curve 84,Length 200
1705,-0.1855897449146709,Curvature,Curve 84,Length 200
1706,0.080234555787812,Density,Curve 84,Length 200
1710,0.0783861546122962,Torsion,Curve 85,Length 200
1711,-0.1680959006327365,Curvature,Curve 85,Length 200
1712,0.1810266366496425,Density,Curve 85,Length 200
1716,0.0621887161086184,Torsion,Curve 86,Length 200
1717,-0.1550123227774585,Curvature,Curve 86,Length 200
1718,0.3131944419414239,Density,Curve 86,Length 200
1722,0.2192451429791935,Torsion,Curve 87,Length 200
1723,-0.1834957726357538,Curvature,Curve 87,Length 200
1724,0.3333286632541821,Density,Curve 87,Length 200
1728,0.1713284027469789,Torsion,Curve 88,Length 200
1729,-0.1848437301929119,Curvature,Curve 88,Length 200
1730,0.1282901209413199,Density,Curve 88,Length 200
1734,0.1851660233283863,Torsion,Curve 89,Length 200
1735,-0.1005189439824462,Curvature,Curve 89,Length 200
1736,0.3312370745941569,Density,Curve 89,Length 200
1740,0.220075254718401,Torsion,Curve 90,Length 200
1741,-0.2236285576396789,Curvature,Curve 90,Length 200
1742,-0.0595830736627303,Density,Curve 90,Length 200
1746,0.0786295282900861,Torsion,Curve 91,Length 200
1747,-0.2132049165207618,Curvature,Curve 91,Length 200
1748,0.3875663607044405,Density,Curve 91,Length 200
1752,0.1231685691715715,Torsion,Curve 92,Length 200
1753,-0.0260133728752208,Curvature,Curve 92,Length 200
1754,0.2052920872598158,Density,Curve 92,Length 200
1758,0.0286257264092421,Torsion,Curve 93,Length 200
1759,-0.155145455793518,Curvature,Curve 93,Length 200
1760,0.3415034860716869,Density,Curve 93,Length 200
1764,0.1878902050999869,Torsion,Curve 94,Length 200
1765,-0.0619292733859595,Curvature,Curve 94,Length 200
1766,0.2790159046518509,Density,Curve 94,Length 200
1770,0.0769587027006401,Torsion,Curve 95,Length 200
1771,0.0506016054260751,Curvature,Curve 95,Length 200
1772,0.3590244020331696,Density,Curve 95,Length 200
1776,-0.0084581524518503,Torsion,Curve 96,Length 200
1777,-0.0261154663673344,Curvature,Curve 96,Length 200
1778,0.1740924065818958,Density,Curve 96,Length 200
1782,0.0932790615434234,Torsion,Curve 97,Length 200
1783,-0.089376116111949,Curvature,Curve 97,Length 200
1784,0.4848927076638729,Density,Curve 97,Length 200
1788,0.1161993451515241,Torsion,Curve 98,Length 200
1789,-0.143909080063734,Curvature,Curve 98,Length 200
1790,0.4155374761612524,Density,Curve 98,Length 200
1794,0.0652354472253935,Torsion,Curve 99,Length 200
1795,-0.2007372385297785,Curvature,Curve 99,Length 200
1796,0.0960751333499585,Density,Curve 99,Length 200
1800,-0.036219623746536,Torsion,Curve 100,Length 200
1801,-0.1105650036965787,Curvature,Curve 100,Length 200
1802,0.4792667321707675,Density,Curve 100,Length 200
1806,0.031634720063848,Torsion,Curve 101,Length 200
1807,-0.0926815162665564,Curvature,Curve 101,Length 200
1808,0.3015104788112773,Density,Curve 101,Length 200
1812,0.0068950135931377,Torsion,Curve 102,Length 200
1813,-0.1500605315177528,Curvature,Curve 102,Length 200
1814,0.4493562848285042,Density,Curve 102,Length 200
1818,0.0683573861707231,Torsion,Curve 103,Length 200
1819,-0.065220512131451,Curvature,Curve 103,Length 200
1820,0.4410267106811497,Density,Curve 103,Length 200
1824,0.2592386714695562,Torsion,Curve 104,Length 200
1825,-0.3547424009684118,Curvature,Curve 104,Length 200
1826,0.2895425119237921,Density,Curve 104,Length 200
1830,0.0209369142253254,Torsion,Curve 105,Length 200
1831,-0.133407319754429,Curvature,Curve 105,Length 200
1832,0.2334906820570479,Density,Curve 105,Length 200
1836,0.0475753287360075,Torsion,Curve 106,Length 200
1837,-0.0296773536934539,Curvature,Curve 106,Length 200
1838,0.3273260915420898,Density,Curve 106,Length 200
1842,0.0836475407675515,Torsion,Curve 107,Length 200
1843,-0.0433225942336842,Curvature,Curve 107,Length 200
1844,0.1649099700796845,Density,Curve 107,Length 200
1848,0.0956692087902097,Torsion,Curve 108,Length 200
1849,-0.1969264012955417,Curvature,Curve 108,Length 200
1850,0.2876851737989448,Density,Curve 108,Length 200
1854,0.1490845300040136,Torsion,Curve 109,Length 200
1855,-0.1639654449014447,Curvature,Curve 109,Length 200
1856,0.0562668679639579,Density,Curve 109,Length 200
1860,-0.0387801482941521,Torsion,Curve 110,Length 200
1861,-0.0651042261464213,Curvature,Curve 110,Length 200
1862,0.2195525471510822,Density,Curve 110,Length 200
1866,0.1283822316175161,Torsion,Curve 111,Length 200
1867,-0.265753682336238,Curvature,Curve 111,Length 200
1868,0.5658513368565112,Density,Curve 111,Length 200
1872,0.1795362386488021,Torsion,Curve 112,Length 200
1873,-0.2735788515718689,Curvature,Curve 112,Length 200
1874,0.6412854749382149,Density,Curve 112,Length 200
1878,0.1330041195445401,Torsion,Curve 113,Length 200
1879,-0.0843689499289233,Curvature,Curve 113,Length 200
1880,0.0420688389820785,Density,Curve 113,Length 200
1884,0.1021932686463557,Torsion,Curve 114,Length 200
1885,-0.1778902215750271,Curvature,Curve 114,Length 200
1886,0.3329103693669214,Density,Curve 114,Length 200
1890,-0.0406203661493077,Torsion,Curve 115,Length 200
1891,0.0108488811080739,Curvature,Curve 115,Length 200
1892,0.3739215361741126,Density,Curve 115,Length 200
1896,0.0925364016375549,Torsion,Curve 116,Length 200
1897,-0.0587086538396223,Curvature,Curve 116,Length 200
1898,0.480727772657408,Density,Curve 116,Length 200
1902,0.0793841980149901,Torsion,Curve 117,Length 200
1903,-0.1317846056118291,Curvature,Curve 117,Length 200
1904,0.1718489702153343,Density,Curve 117,Length 200
1908,0.1616740442958614,Torsion,Curve 118,Length 200
1909,-0.2285388041231935,Curvature,Curve 118,Length 200
1910,0.2423843092531404,Density,Curve 118,Length 200
1914,0.0961006162294992,Torsion,Curve 119,Length 200
1915,-0.150304145644697,Curvature,Curve 119,Length 200
1916,0.4160430786800935,Density,Curve 119,Length 200
1920,0.1031050485359163,Torsion,Curve 120,Length 200
1921,-0.1043014557300924,Curvature,Curve 120,Length 200
1922,0.2479070154664576,Density,Curve 120,Length 200
1926,0.0897362204316023,Torsion,Curve 121,Length 200
1927,-0.0644729444119238,Curvature,Curve 121,Length 200
1928,0.3914653719790708,Density,Curve 121,Length 200
1932,-0.007621553903615,Torsion,Curve 122,Length 200
1933,-0.0675206091793897,Curvature,Curve 122,Length 200
1934,0.3139026995038089,Density,Curve 122,Length 200
1938,0.0638177159119166,Torsion,Curve 123,Length 200
1939,-0.0897335667821452,Curvature,Curve 123,Length 200
1940,0.2878688187473051,Density,Curve 123,Length 200
1944,0.173730813289607,Torsion,Curve 124,Length 200
1945,-0.1245656247606522,Curvature,Curve 124,Length 200
1946,0.3525291365557803,Density,Curve 124,Length 200
1950,-0.0035992603147522,Torsion,Curve 125,Length 200
1951,-0.1441439655316571,Curvature,Curve 125,Length 200
1952,0.397797905868038,Density,Curve 125,Length 200
1956,0.0113215604049105,Torsion,Curve 126,Length 200
1957,-0.23127616374496,Curvature,Curve 126,Length 200
1958,0.5280224385633389,Density,Curve 126,Length 200
1962,-0.0219235404615308,Torsion,Curve 127,Length 200
1963,-0.1538007262427853,Curvature,Curve 127,Length 200
1964,0.4247273895648185,Density,Curve 127,Length 200
1968,0.0847946238144758,Torsion,Curve 128,Length 200
1969,-0.0758236369104088,Curvature,Curve 128,Length 200
1970,0.432484001831092,Density,Curve 128,Length 200
1974,-0.0562123629089367,Torsion,Curve 129,Length 200
1975,-0.0764046957669259,Curvature,Curve 129,Length 200
1976,0.3701843123713343,Density,Curve 129,Length 200
1980,0.1706752148681793,Torsion,Curve 130,Length 200
1981,-0.1412240296469833,Curvature,Curve 130,Length 200
1982,0.4485676828547126,Density,Curve 130,Length 200
1986,0.0219567064368246,Torsion,Curve 131,Length 200
1987,-0.1690015863284202,Curvature,Curve 131,Length 200
1988,0.1889842187741817,Density,Curve 131,Length 200
1992,0.1991210319973071,Torsion,Curve 132,Length 200
1993,-0.177661221750979,Curvature,Curve 132,Length 200
1994,0.3312599397655516,Density,Curve 132,Length 200
1998,0.2337672029314087,Torsion,Curve 133,Length 200
1999,-0.2133938450525143,Curvature,Curve 133,Length 200
2000,-0.1020027295076092,Density,Curve 133,Length 200
2004,0.1247521950318104,Torsion,Curve 134,Length 200
2005,-0.2112407707292748,Curvature,Curve 134,Length 200
2006,0.5048746893382225,Density,Curve 134,Length 200
2010,0.116908689333353,Torsion,Curve 135,Length 200
2011,-0.0362990010986041,Curvature,Curve 135,Length 200
2012,0.3075439108747716,Density,Curve 135,Length 200
2016,-0.0931290146322906,Torsion,Curve 136,Length 200
2017,-0.0948192533198674,Curvature,Curve 136,Length 200
2018,0.4306604638275948,Density,Curve 136,Length 200
2022,0.0864618697081034,Torsion,Curve 137,Length 200
2023,0.0086665275044717,Curvature,Curve 137,Length 200
2024,0.1430131742704589,Density,Curve 137,Length 200
2028,-0.010687493253657,Torsion,Curve 138,Length 200
2029,-0.0296699645382337,Curvature,Curve 138,Length 200
2030,0.4589947298982705,Density,Curve 138,Length 200
2034,0.0826767844552019,Torsion,Curve 139,Length 200
2035,-0.2804071566557102,Curvature,Curve 139,Length 200
2036,0.4194546747443556,Density,Curve 139,Length 200
2040,0.0641299742268631,Torsion,Curve 140,Length 200
2041,-0.1665862401320282,Curvature,Curve 140,Length 200
2042,0.2115083253599873,Density,Curve 140,Length 200
2046,0.0916203518536629,Torsion,Curve 141,Length 200
2047,-0.1082413317142036,Curvature,Curve 141,Length 200
2048,-0.0386723483068692,Density,Curve 141,Length 200
2052,0.0463433049331439,Torsion,Curve 142,Length 200
2053,-0.1087428733186428,Curvature,Curve 142,Length 200
2054,0.3930297087236519,Density,Curve 142,Length 200
2058,0.0757060305708046,Torsion,Curve 143,Length 200
